n,B,U,L,C,D,D-C
66000,237,24211,9,762720,990474,227754
66000,150,24153,8,735345,946167,210822
66000,503,24455,7,673494,992684,319190
66000,581,24289,7,764040,828271,64231
66000,136,24098,9,821240,1007948,186708
66000,213,24396,8,757960,1010245,252285
66000,10,24307,7,773692,1092170,318478
66000,504,24170,8,755159,877138,121979
66000,374,24124,8,748779,901691,152912
67000,484,24630,7,730249,994152,263903
67000,155,24646,7,650803,923156,272353
67000,180,24607,7,751583,993359,241776
67000,73,24591,8,915048,989529,74481
67000,251,24656,8,828724,900911,72187
67000,531,24641,8,686734,994851,308117
67000,434,24603,7,744640,940587,195947
67000,476,24667,7,834410,860744,26334
67000,242,24588,7,760297,926898,166601
67000,353,24631,8,695368,1040506,345138
67000,411,24692,8,743698,934253,190555
67000,406,24585,8,850001,935443,85442
67000,134,24646,8,944307,960694,16387
67000,187,24602,7,738415,1002272,263857
67000,662,24718,7,878221,883337,5116
67000,542,24667,7,778307,1009415,231108
67000,303,24704,8,730952,1149372,418420
67000,366,24624,8,798258,1090359,292101
67000,291,24795,7,778575,1055496,276921
67000,384,24656,8,1003387,1073587,70200
67000,260,24633,7,767693,983252,215559
67000,49,24713,7,846058,925253,79195
67000,358,24614,7,782002,967029,185027
67000,76,24833,7,806053,960252,154199
67000,421,24537,8,789881,1005503,215622
67000,213,24599,7,802499,956431,153932
67000,125,24686,8,696690,938739,242049
67000,512,24438,7,744868,936964,192096
67000,245,24685,8,823863,1250004,426141
67000,330,24602,8,717317,957208,239891
67000,404,24565,7,1050902,1062964,12062
67000,266,24706,7,734820,904583,169763
67000,277,24627,8,835287,881036,45749
67000,570,24620,7,1113985,1213564,99579
67000,566,24643,9,662939,899466,236527
67000,401,24733,8,728762,999333,270571
67000,164,24659,8,729086,918357,189271
67000,394,24519,8,826211,1008509,182298
67000,405,24612,8,710721,949769,239048
67000,344,24802,7,733065,910739,177674
67000,152,24683,8,860610,1009017,148407
67000,242,24637,8,763139,890400,127261
67000,315,24619,9,701871,963992,262121
67000,372,24451,8,765992,1069434,303442
67000,470,24662,8,771017,957940,186923
67000,250,24774,7,724752,937874,213122
67000,318,24590,7,682620,796102,113482
67000,424,24495,8,787424,1172638,385214
67000,489,24746,8,1091119,1135104,43985
67000,146,24489,9,746092,801583,55491
68000,320,24968,8,834552,896068,61516
68000,751,24888,8,930733,1060747,130014
68000,58,24963,8,777628,946136,168508
68000,51,24967,7,723722,835444,111722
68000,368,24788,8,721598,986059,264461
68000,487,25145,7,827128,1266267,439139
68000,607,25064,9,796623,969507,172884
68000,470,24983,9,723068,993517,270449
68000,353,24943,8,778436,916906,138470
68000,199,25091,8,702540,1027971,325431
68000,692,24883,8,1076823,1186338,109515
68000,563,24864,9,1313354,1558080,244726
68000,469,25056,9,834086,1069450,235364
68000,119,25150,8,674334,944721,270387
68000,433,25006,7,709127,865817,156690
68000,301,25057,7,720128,941409,221281
68000,328,25079,8,825914,940863,114949
68000,222,24843,7,743869,1024590,280721
68000,216,25038,8,734771,937853,203082
68000,134,25036,7,694820,1027965,333145
68000,542,24919,7,777188,1239155,461967
68000,287,25093,8,687512,987996,300484
68000,450,25076,8,1112013,1224364,112351
68000,92,24935,8,698481,963255,264774
68000,324,25095,8,705980,999558,293578
68000,322,25083,7,705354,833487,128133
68000,106,24956,7,841693,942040,100347
68000,150,25172,8,896901,999072,102171
68000,278,25008,8,737982,1097309,359327
68000,287,24912,8,754472,997218,242746
68000,308,24778,8,810542,947886,137344
68000,465,24936,8,761951,1323680,561729
68000,82,24947,8,795933,1003673,207740
68000,317,25035,7,757671,972047,214376
68000,291,25103,8,796486,971240,174754
68000,203,24904,7,836876,996966,160090
68000,336,25048,7,830777,876857,46080
68000,412,25058,7,688079,924353,236274
68000,469,24925,8,751620,913530,161910
68000,484,25106,7,729251,979980,250729
68000,289,24969,7,753621,948518,194897
68000,227,25134,8,794336,967175,172839
68000,332,25027,7,710303,904623,194320
68000,685,24962,7,775751,983229,207478
68000,132,24989,8,769322,953376,184054
68000,429,24832,7,643890,1064369,420479
68000,136,25101,8,759878,983824,223946
68000,192,24941,8,764091,853928,89837
68000,339,25084,8,755910,1066030,310120
68000,480,25082,8,993066,1094368,101302
69000,167,25460,7,861463,966966,105503
69000,243,25448,8,695656,891809,196153
69000,289,25491,7,816815,1205713,388898
69000,220,25264,8,826795,933438,106643
69000,403,25382,8,740719,908363,167644
69000,403,25379,7,869279,1142605,273326
69000,234,25318,7,696992,901156,204164
69000,435,25341,8,942688,1060404,117716
69000,158,25348,8,735105,1020873,285768
69000,135,25290,7,691818,1172381,480563
69000,309,25250,7,905217,951371,46154
69000,332,25407,7,785993,905933,119940
69000,427,25536,9,800515,1195236,394721
69000,382,25421,7,787393,1005773,218380
69000,352,25401,8,659729,955285,295556
69000,168,25368,8,772310,950406,178096
69000,197,25352,9,809841,969695,159854
69000,404,25310,7,894297,1187248,292951
69000,565,25408,7,711997,1038407,326410
69000,130,25326,8,815893,924304,108411
69000,162,25411,8,1016570,1138688,122118
69000,628,25487,7,725069,956159,231090
69000,272,25427,8,767304,1074438,307134
69000,514,25528,8,796405,1098286,301881
69000,547,25305,8,914203,1057773,143570
69000,637,25399,7,881979,918566,36587
69000,590,25505,7,789708,982580,192872
69000,495,25315,8,847817,955209,107392
69000,542,25314,7,708590,989805,281215
69000,62,25313,8,714307,915976,201669
69000,107,25426,7,767668,987463,219795
69000,893,25254,8,712342,964673,252331
69000,832,25351,7,864552,979567,115015
69000,287,25575,8,934817,1382136,447319
69000,187,25379,8,697001,992571,295570
69000,53,25372,8,832593,966425,133832
69000,276,25477,7,839106,931714,92608
69000,213,25362,7,722787,953679,230892
69000,249,25344,8,771073,919798,148725
69000,54,25353,8,775849,904934,129085
69000,252,25435,8,753412,1063771,310359
69000,363,25498,8,1243364,1408786,165422
69000,77,25322,7,719763,915067,195304
69000,224,25297,8,762068,880503,118435
69000,625,25483,8,782944,939348,156404
69000,250,25523,8,821429,1014645,193216
69000,223,25311,7,697645,1005034,307389
69000,275,25384,7,695438,955198,259760
69000,250,25251,8,817495,926468,108973
69000,400,25489,8,760120,969902,209782
70000,340,25671,7,838016,1043146,205130
70000,131,25695,7,729644,1043400,313756
70000,78,25804,8,902414,1115623,213209
70000,78,25689,7,849338,1076793,227455
70000,565,25664,8,740572,963517,222945
70000,225,25782,7,911348,1111177,199829
70000,166,25637,7,809383,932568,123185
70000,224,25776,8,743706,915033,171327
70000,347,25739,7,857415,1026379,168964
70000,223,25753,8,774345,926818,152473
70000,521,25821,7,790635,961259,170624
70000,225,25696,8,850870,1038830,187960
70000,216,25589,7,865596,989884,124288
70000,113,25729,8,726574,934504,207930
70000,425,25829,8,805719,933580,127861
70000,487,25842,9,787027,955372,168345
70000,440,25841,7,823362,1305584,482222
70000,144,25643,7,835553,935512,99959
70000,526,25764,8,725562,962341,236779
70000,397,25837,8,780891,1116642,335751
70000,220,25875,8,824842,1145431,320589
70000,255,25690,7,911429,974805,63376
70000,411,25798,7,973457,1001675,28218
70000,681,25720,7,834984,1011271,176287
70000,417,25884,8,893703,1030048,136345
70000,529,25744,9,820816,1003681,182865
70000,692,25819,7,912144,990486,78342
70000,297,25730,9,1082052,1098568,16516
70000,68,25826,7,900807,964050,63243
70000,291,25537,9,707407,963122,255715
70000,127,25895,7,913750,1023915,110165
70000,104,25673,8,817340,987189,169849
70000,146,25812,8,879305,1098406,219101
70000,45,25692,8,776143,1130706,354563
70000,245,25751,8,872136,995388,123252
70000,804,25739,7,890529,976071,85542
70000,265,25768,7,910910,945671,34761
70000,267,25662,8,915780,1024237,108457
70000,230,25699,8,837575,983262,145687
70000,134,25819,8,774575,1046126,271551
70000,503,25836,7,826777,1211302,384525
70000,140,25692,8,659556,1034952,375396
70000,323,25824,8,761878,1089405,327527
70000,406,25734,10,775153,950581,175428
70000,220,25717,7,836633,1035078,198445
70000,409,25758,8,734580,1110744,376164
70000,485,25781,8,757304,831130,73826
70000,427,25705,8,699384,1019899,320515
70000,358,25829,7,739664,985134,245470
70000,399,25748,7,681499,938302,256803
71000,612,26132,7,823848,995162,171314
71000,482,26209,7,756569,990219,233650
71000,148,26230,7,730867,924962,194095
71000,711,26228,7,981640,1091458,109818
71000,143,26029,7,798175,943676,145501
71000,587,26160,8,1027556,1051763,24207
71000,108,26136,8,824585,1004576,179991
71000,524,26186,8,863301,932199,68898
71000,244,26173,7,966195,969276,3081
71000,230,26169,8,677859,905839,227980
71000,119,25945,7,733885,926268,192383
71000,164,26158,7,676419,1200265,523846
71000,220,26164,7,776032,962880,186848
71000,184,26022,7,831999,1043892,211893
71000,335,26135,9,828171,917025,88854
71000,211,26037,8,725405,867680,142275
71000,76,26102,9,891970,1109959,217989
71000,263,26064,8,774548,1104668,330120
71000,260,26168,7,968661,1113507,144846
71000,389,26052,8,973402,988391,14989
71000,420,26081,8,857154,996078,138924
71000,399,25990,8,814372,986938,172566
71000,234,25972,7,765093,959690,194597
71000,243,26099,8,743811,851608,107797
71000,117,26182,8,755768,1042352,286584
71000,357,26199,7,932718,1052316,119598
71000,388,26111,7,762417,1014798,252381
71000,104,26077,8,821869,1151993,330124
71000,233,26214,7,782142,900846,118704
71000,530,26039,7,832757,920465,87708
71000,345,26138,8,838231,932918,94687
71000,614,26007,8,862910,959542,96632
71000,653,26235,7,928782,1030410,101628
71000,500,26164,8,856506,1073029,216523
71000,279,26121,8,804101,947529,143428
71000,403,26319,7,837907,951432,113525
71000,555,26182,7,806865,904822,97957
71000,436,26199,8,906872,1011273,104401
71000,254,26292,8,717897,1075575,357678
71000,511,26265,7,855379,998296,142917
71000,321,26357,8,867801,1093676,225875
71000,320,25946,8,872132,1030249,158117
71000,475,26161,8,779058,1107116,328058
71000,119,26211,8,918533,1124068,205535
71000,379,26095,7,964615,1207188,242573
71000,71,25983,7,758713,1048545,289832
71000,353,26041,9,752021,861409,109388
71000,357,26079,8,831762,883950,52188
71000,215,26235,7,764758,1020245,255487
71000,235,26125,7,781280,1086302,305022
72000,42,26553,8,812065,962582,150517
72000,359,26456,7,893320,1283431,390111
72000,478,26494,8,1060583,1223449,162866
72000,470,26422,6,905278,1154196,248918
72000,369,26317,7,766788,1043228,276440
72000,196,26475,7,946006,1145345,199339
72000,538,26494,7,771253,1054129,282876
72000,380,26445,8,803060,1041641,238581
72000,653,26520,7,830645,1062859,232214
72000,159,26488,7,989177,1279541,290364
72000,503,26490,7,825455,1357391,531936
72000,152,26558,7,1226517,1330268,103751
72000,556,26412,8,738682,1097559,358877
72000,423,26675,8,774674,915424,140750
72000,254,26417,8,914182,924142,9960
72000,256,26467,7,790758,1235560,444802
72000,267,26525,9,856235,1068260,212025
72000,187,26555,9,883060,1009581,126521
72000,394,26644,7,1109744,1171799,62055
72000,256,26551,8,811596,981045,169449
72000,358,26460,7,739294,1001580,262286
72000,76,26433,7,1024541,1074802,50261
72000,582,26319,7,802296,1026963,224667
72000,363,26456,7,962769,1017491,54722
72000,720,26556,8,798298,1071854,273556
72000,246,26482,9,961897,1183124,221227
72000,281,26436,8,997446,1039967,42521
72000,257,26356,7,883861,1074544,190683
72000,600,26567,7,780557,1147661,367104
72000,252,26502,8,1015452,1041931,26479
72000,220,26580,7,798996,925629,126633
72000,542,26518,8,908268,1162100,253832
72000,209,26555,7,947488,1023368,75880
72000,112,26393,7,841738,958410,116672
72000,258,26367,7,902520,1103968,201448
72000,525,26586,8,889926,999656,109730
72000,310,26526,7,765305,1032443,267138
72000,54,26524,7,1031893,1220022,188129
72000,488,26450,7,916825,1370806,453981
72000,367,26452,9,913221,941166,27945
72000,354,26535,7,922435,974120,51685
72000,239,26596,7,779706,879921,100215
72000,384,26337,7,681867,897752,215885
72000,136,26479,8,807855,955633,147778
72000,559,26418,8,829294,918755,89461
72000,173,26465,8,734027,961676,227649
72000,311,26465,7,863605,915193,51588
72000,559,26466,7,781907,1085553,303646
72000,86,26501,7,857376,969217,111841
72000,738,26467,7,784353,889244,104891
73000,127,26769,7,1130342,1261847,131505
73000,242,26822,8,893889,976020,82131
73000,219,26887,8,1142291,1248354,106063
73000,110,26952,7,787225,1015651,228426
73000,641,26889,7,898181,1067746,169565
73000,247,26862,8,867110,1037463,170353
73000,139,26941,7,858653,1056231,197578
73000,495,26991,11,847841,1016268,168427
73000,458,26825,7,899864,1157011,257147
73000,495,26765,8,1081085,1100563,19478
73000,645,26871,7,766021,1086438,320417
73000,114,26843,7,778338,1268460,490122
73000,429,26756,7,920626,957457,36831
73000,487,26930,8,838377,1011236,172859
73000,139,26819,7,934484,1136509,202025
73000,230,26719,7,875920,1289273,413353
73000,95,26866,7,869294,964725,95431
73000,264,26968,8,1018054,1117422,99368
73000,330,26862,7,835121,972641,137520
73000,583,26746,10,908333,1036306,127973
73000,233,26901,7,825887,982237,156350
73000,250,26843,7,952604,1130862,178258
73000,425,26854,8,879529,1032057,152528
73000,147,26839,8,895671,1022153,126482
73000,117,26800,7,842928,959946,117018
73000,190,26865,7,818874,963740,144866
73000,388,26929,8,834882,1068287,233405
73000,523,26951,7,933892,1014607,80715
73000,85,26880,7,821941,1127565,305624
73000,72,26841,7,808514,982585,174071
73000,636,26808,8,812751,1032523,219772
73000,741,26886,8,917074,1015127,98053
73000,302,26684,7,919742,1037431,117689
73000,354,26817,7,924917,993677,68760
73000,292,26817,7,1172066,1180322,8256
73000,129,26822,7,871314,1041038,169724
73000,554,26769,7,1012728,1029389,16661
73000,299,26859,7,850087,1114253,264166
73000,501,26871,8,772004,1026606,254602
73000,751,26918,7,857701,1052603,194902
73000,179,26804,9,816546,1031932,215386
73000,447,26941,7,784326,982189,197863
73000,367,26681,7,831245,1095907,264662
73000,124,26924,8,925997,1012482,86485
73000,545,27029,7,736433,961139,224706
73000,372,26802,7,777988,1155089,377101
73000,429,27103,8,919840,1089135,169295
73000,550,26867,7,812871,1030085,217214
73000,807,27004,7,795053,916793,121740
73000,474,26766,7,842900,984422,141522
74000,414,27271,8,938818,1147503,208685
74000,234,27380,7,872833,1052843,180010
74000,550,27266,7,818241,1126232,307991
74000,264,27152,7,816813,1080856,264043
74000,165,27185,7,1079527,1229593,150066
74000,196,27177,7,874678,951427,76749
74000,57,27151,8,933335,1173647,240312
74000,326,27223,8,826190,1057929,231739
74000,328,27219,8,967864,1126325,158461
74000,352,27200,8,783198,998534,215336
74000,317,27287,7,1062946,1296851,233905
74000,225,27136,7,831068,978405,147337
74000,223,27225,7,897041,1021327,124286
74000,364,27171,8,701685,965349,263664
74000,579,27193,7,905163,974322,69159
74000,168,27132,6,941346,994463,53117
74000,508,27145,7,931769,1212198,280429
74000,203,27230,7,954684,985621,30937
74000,377,27232,8,789108,970016,180908
74000,262,26946,7,794317,1019498,225181
74000,358,27214,8,765609,1104638,339029
74000,196,27168,8,849013,1034738,185725
74000,601,27387,8,740659,1037352,296693
74000,592,27163,8,780221,897547,117326
74000,261,27163,7,869137,1007003,137866
74000,833,27276,8,788348,1025524,237176
74000,38,27313,7,818193,1044914,226721
74000,397,27223,8,763602,988934,225332
74000,137,27191,7,757604,1065854,308250
74000,855,27225,9,747226,1031873,284647
74000,325,27186,8,957024,1229105,272081
74000,438,27238,8,934119,1108702,174583
74000,682,27299,7,930904,1142768,211864
74000,328,27223,8,1120123,1173944,53821
74000,68,27275,8,770669,1052966,282297
74000,439,27025,7,890579,965393,74814
74000,638,27385,9,776732,1106824,330092
74000,310,27127,7,877240,1007116,129876
74000,562,27292,8,788268,1031707,243439
74000,313,27292,8,962724,1127002,164278
74000,425,27239,8,812764,989755,176991
74000,152,27199,8,744662,1100360,355698
74000,229,27280,8,833733,1126537,292804
74000,214,27279,8,869248,990198,120950
74000,570,27237,7,936000,976998,40998
74000,261,27288,8,789014,1036921,247907
74000,191,27284,8,892273,1045544,153271
74000,454,27369,8,755487,1051175,295688
74000,263,27422,7,813965,1111343,297378
74000,309,27307,8,805350,988648,183298
75000,317,27494,8,1052885,1093785,40900
75000,300,27504,7,853189,947740,94551
75000,381,27531,7,1011826,1229104,217278
75000,401,27651,7,859167,1049506,190339
75000,304,27593,8,911599,1044613,133014
75000,314,27556,7,770280,1046062,275782
75000,394,27640,8,1141583,1142468,885
75000,228,27476,9,838804,1014106,175302
75000,365,27499,7,907760,1140519,232759
75000,217,27526,8,828857,1080223,251366
75000,84,27505,7,896318,1050483,154165
75000,426,27670,9,872823,1110582,237759
75000,224,27651,8,1006918,1201583,194665
